TaskID,RecordDate,ScenarioCode,ScenarioName,DepartmentID,DepartmentName,CourseType,LabType,SessionType,TaskClass,BatchSize,ExamCriticalFlag,SkillCriticality,CPU_Demand,GPU_Demand,Memory_Demand,Bandwidth_Demand,ExpectedRuntime,ClassStartTime,ClassEndTime,ArrivalTime,Deadline,LatencyTolerance,ContinuitySensitivity,MigrationTolerance,EdgeQueueLength,NodeUtilization,NetworkRTT,PacketLossRate,LabOccupancy,NodeHealthScore,PredictedNextSlotLoad
VSDT-00409,2026-01-19,NORMAL,Normal teaching day,NEM,New Energy Materials,Molecular Dynamics of Solid Electrolytes,Microscopy and Materials Imaging Lab,Practice,Immersive Practical Session,39,0,0.968,73.23,100,24.91,88.49,46.95,2026-01-19 13:30:00,2026-01-19 15:15:00,2026-01-19 14:29:47,2026-01-19 15:15:00,127.03,0.962,0.15,1,0.547,8.61,0.692,0.523,0.869,0.716
VSDT-00410,2026-01-19,EXAM,Exam-week priority load,NEM,New Energy Materials,Advanced Battery Management Systems and Material Characterization,NEM Digital Simulation Laboratory,Assessment,Automated Assessment,32,1,1,56.34,15.72,6.67,29.76,12.17,2026-01-19 08:30:00,2026-01-19 10:15:00,2026-01-19 09:13:43,2026-01-19 09:31:17,112.51,0.851,0.381,10,0.434,15.5,0.351,0.801,0.955,0.644
VSDT-00411,2026-01-19,EDGE_STRESS,Edge-node congestion or partial failure,ELEC,Electronics Training,Control Systems Simulation,Electronics Training Lab,Practice,Immersive Practical Session,23,0,0.825,64.48,68.03,21.7,163.33,18.07,2026-01-19 13:30:00,2026-01-19 15:30:00,2026-01-19 14:08:22,2026-01-19 14:41:54,109.17,0.951,0.123,15,0.72,24.23,0.349,0.488,0.747,0.921
VSDT-00412,2026-01-19,OVERLAP,Overlapping practical classes,ELEC,Electronics Training,Embedded Systems Practical,Power Electronics Lab,Simulation,Interactive Simulation,41,0,0.845,60.06,48.73,6.6,138.34,8.09,2026-01-19 10:30:00,2026-01-19 12:30:00,2026-01-19 11:56:33,2026-01-19 12:16:16,125.4,0.897,0.161,11,0.78,37.99,0.31,0.562,0.929,0.788
VSDT-00413,2026-01-19,NET_DEG,Network degradation,NURS,Nursing Simulation,Clinical Assessment Lab,Clinical Skills Lab,Practice,Immersive Practical Session,21,0,0.86,53.66,83.04,16.26,101.86,30.34,2026-01-19 08:30:00,2026-01-19 10:15:00,2026-01-19 08:43:50,2026-01-19 09:28:27,83.44,0.98,0.239,6,0.577,70.68,2.993,0.535,0.783,0.591
VSDT-00414,2026-01-19,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,AI-Based Microstructure Analysis of Perovskite Solar Cells,Battery Materials Lab,Simulation,Interactive Simulation,42,0,0.959,59.33,70.64,10.59,48.57,10.28,2026-01-19 10:30:00,2026-01-19 12:00:00,2026-01-19 11:23:09,2026-01-19 11:39:40,101.1,0.718,0.157,12,0.834,36.83,0.464,0.718,0.84,0.747
VSDT-00415,2026-01-19,OVERLAP,Overlapping practical classes,IMFG,Intelligent Manufacturing,Quality Inspection Simulation,Smart Manufacturing Lab,Assessment,Automated Assessment,42,1,0.946,32.19,20.75,6.58,98.65,15.56,2026-01-19 08:30:00,2026-01-19 10:15:00,2026-01-19 09:28:36,2026-01-19 09:55:31,75.72,0.625,0.377,11,0.694,38.1,0.893,0.495,0.983,0.613
VSDT-00416,2026-01-19,EDGE_STRESS,Edge-node congestion or partial failure,AUTO,Automotive Technology,Sensor Calibration Lab,EV Training Lab,Analytics,Background Analytics,24,0,0.409,72.28,36.9,18.18,67.65,47.45,2026-01-19 08:30:00,2026-01-19 10:00:00,2026-01-19 08:51:53,2026-01-19 09:47:22,244.99,0.239,0.86,24,0.883,31.3,0.988,0.745,0.788,0.747
VSDT-00417,2026-01-19,NORMAL,Normal teaching day,NURS,Nursing Simulation,Patient Care Simulation,Virtual Nursing Simulation Lab,Practice,Immersive Practical Session,35,0,0.811,86.85,80.39,30.83,146.09,36.41,2026-01-19 10:30:00,2026-01-19 11:45:00,2026-01-19 11:10:59,2026-01-19 11:45:00,75.41,0.859,0.214,1,0.324,32.49,0.826,0.428,0.874,0.491
VSDT-00418,2026-01-19,NET_DEG,Network degradation,NEM,New Energy Materials,Battery Thermal Safety Visualization,Battery Materials Lab,Practice,Immersive Practical Session,41,0,1,63.15,85.38,32.99,81.32,16.04,2026-01-19 15:30:00,2026-01-19 16:45:00,2026-01-19 15:41:32,2026-01-19 16:07:01,79.02,0.918,0.085,5,0.346,101.06,5.859,0.727,0.805,0.596
VSDT-00419,2026-01-19,EXAM,Exam-week priority load,AUTO,Automotive Technology,Battery Pack Safety Demonstration,Automotive Simulation Lab,Simulation,Interactive Simulation,33,1,0.938,51.15,31.07,8.88,91.18,21.08,2026-01-19 13:30:00,2026-01-19 15:15:00,2026-01-19 14:12:24,2026-01-19 14:41:08,93.61,0.773,0.291,7,0.686,23.94,0.779,0.655,0.915,0.662
VSDT-00420,2026-01-19,NORMAL,Normal teaching day,NEM,New Energy Materials,DFT-Assisted Materials Property Demonstration,Photovoltaic Characterization Lab,Practice,Immersive Practical Session,38,0,1,100,99.42,37.96,93.26,48.51,2026-01-19 08:30:00,2026-01-19 10:00:00,2026-01-19 08:42:09,2026-01-19 09:36:23,80.68,0.95,0.142,2,0.363,20.66,0.976,0.552,0.887,0.503
VSDT-00421,2026-01-19,EXAM,Exam-week priority load,ELEC,Electronics Training,Embedded Systems Practical,Power Electronics Lab,Practice,Immersive Practical Session,27,1,0.921,66.88,88.54,18.73,147.53,34.22,2026-01-19 10:30:00,2026-01-19 11:45:00,2026-01-19 10:56:43,2026-01-19 11:28:53,102.85,0.902,0.051,10,0.754,32.76,0.855,0.641,0.938,0.479
VSDT-00422,2026-01-19,NORMAL,Normal teaching day,NEM,New Energy Materials,DFT-Assisted Materials Property Demonstration,NEM Digital Simulation Laboratory,Simulation,Interactive Simulation,37,0,0.935,69.76,58.11,14.5,84.91,20.78,2026-01-19 13:30:00,2026-01-19 14:45:00,2026-01-19 13:58:17,2026-01-19 14:24:27,110.13,0.692,0.155,3,0.353,29.87,0.912,0.692,0.941,0.522
VSDT-00423,2026-01-19,NET_DEG,Network degradation,NEM,New Energy Materials,High-Resolution Microscopy Stream Analysis,NEM Digital Simulation Laboratory,Assessment,Automated Assessment,40,1,0.994,67.31,33.98,10.93,33.4,9.37,2026-01-19 15:30:00,2026-01-19 17:00:00,2026-01-19 15:36:13,2026-01-19 15:57:28,96.24,0.91,0.148,7,0.311,62.99,3.998,0.765,0.874,0.731
VSDT-00424,2026-01-19,NET_DEG,Network degradation,NEM,New Energy Materials,Supercapacitor Electrode Testing,Photovoltaic Characterization Lab,Practice,Immersive Practical Session,35,0,0.84,90.2,67.04,24.52,134.43,24.61,2026-01-19 15:30:00,2026-01-19 16:45:00,2026-01-19 16:11:37,2026-01-19 16:44:05,87.66,0.966,0.113,3,0.487,53.34,3.962,0.511,0.916,0.747
VSDT-00425,2026-01-19,EXAM,Exam-week priority load,DMED,Digital Media,Immersive Design Assessment,XR Media Studio,Practice,Immersive Practical Session,34,1,0.936,63.45,73.45,12.6,98.63,33.24,2026-01-19 10:30:00,2026-01-19 12:30:00,2026-01-19 10:53:07,2026-01-19 11:26:20,90.19,0.896,0.182,10,0.642,15.3,0.381,0.749,0.894,0.74
VSDT-00426,2026-01-19,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Supercapacitor Electrode Testing,Microscopy and Materials Imaging Lab,Simulation,Interactive Simulation,49,0,0.977,51.15,39.1,17.06,145.16,18.86,2026-01-19 13:30:00,2026-01-19 15:15:00,2026-01-19 14:41:40,2026-01-19 15:15:00,93.06,0.87,0.358,7,0.835,18.26,0.73,0.85,0.88,0.607
VSDT-00427,2026-01-19,EDGE_STRESS,Edge-node congestion or partial failure,DMED,Digital Media,Immersive Design Assessment,XR Media Studio,Assessment,Automated Assessment,25,0,0.887,68.09,28.76,13.18,90.9,18.01,2026-01-19 15:30:00,2026-01-19 17:00:00,2026-01-19 15:36:13,2026-01-19 16:05:32,88.12,0.622,0.361,12,0.609,26.31,0.355,0.703,0.704,0.794
VSDT-00428,2026-01-19,NORMAL,Normal teaching day,AUTO,Automotive Technology,EV Maintenance Practical,EV Training Lab,Practice,Immersive Practical Session,25,0,0.88,82.46,41.48,25.1,151.81,30.79,2026-01-19 15:30:00,2026-01-19 16:45:00,2026-01-19 15:55:38,2026-01-19 16:42:17,96.65,0.965,0.196,1,0.579,30.62,0.769,0.461,0.845,0.722
VSDT-00429,2026-01-19,EXAM,Exam-week priority load,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,Photovoltaic Characterization Lab,Assessment,Automated Assessment,47,1,1,70.4,35.57,9.78,56.75,10.96,2026-01-19 15:30:00,2026-01-19 16:45:00,2026-01-19 15:56:35,2026-01-19 16:19:16,136.12,0.89,0.267,15,0.598,29.79,0.057,0.692,0.927,0.846
VSDT-00430,2026-01-19,EDGE_STRESS,Edge-node congestion or partial failure,ELEC,Electronics Training,Embedded Systems Practical,Power Electronics Lab,Simulation,Interactive Simulation,35,0,0.905,39.74,56.05,12.64,115.84,13.35,2026-01-19 10:30:00,2026-01-19 12:15:00,2026-01-19 11:46:01,2026-01-19 12:11:25,85.25,0.866,0.288,23,0.739,25.24,0.844,0.47,0.839,0.777
VSDT-00431,2026-01-19,EXAM,Exam-week priority load,NEM,New Energy Materials,Hydrogen Storage Materials Simulation,NEM Digital Simulation Laboratory,Sync,Content Synchronization,34,1,0.413,41.94,8.57,6.63,240.86,16.66,2026-01-19 10:30:00,2026-01-19 12:30:00,2026-01-19 11:38:27,2026-01-19 12:10:01,249.61,0.235,0.756,11,0.687,35.68,0.194,0.593,0.956,0.699
VSDT-00432,2026-01-19,NORMAL,Normal teaching day,NEM,New Energy Materials,Hydrogen Storage Materials Simulation,Battery Materials Lab,Simulation,Interactive Simulation,30,0,0.759,50.18,36.91,18.63,108.8,28.18,2026-01-19 08:30:00,2026-01-19 10:00:00,2026-01-19 09:34:11,2026-01-19 10:00:00,135.84,0.95,0.257,5,0.363,33.01,0.289,0.52,0.857,0.696
VSDT-00433,2026-01-19,NORMAL,Normal teaching day,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,Photovoltaic Characterization Lab,Simulation,Interactive Simulation,25,0,0.954,64.7,32.95,13.41,49.73,24.07,2026-01-19 15:30:00,2026-01-19 16:45:00,2026-01-19 16:21:13,2026-01-19 16:45:00,149.82,0.838,0.3,6,0.567,34.21,0.079,0.444,0.845,0.539
VSDT-00434,2026-01-19,NORMAL,Normal teaching day,IMFG,Intelligent Manufacturing,Production Line Digital Twin,Smart Manufacturing Lab,Simulation,Interactive Simulation,40,0,0.685,72.9,50.44,18.84,65.55,19.3,2026-01-19 13:30:00,2026-01-19 14:45:00,2026-01-19 14:25:30,2026-01-19 14:45:00,130.63,0.974,0.126,5,0.48,31.21,0.752,0.615,0.823,0.586
VSDT-00435,2026-01-19,NORMAL,Normal teaching day,DMED,Digital Media,3D Rendering Lab,XR Media Studio,Simulation,Interactive Simulation,40,0,0.833,44.87,61.72,20.01,123.19,28.41,2026-01-19 08:30:00,2026-01-19 09:45:00,2026-01-19 08:32:11,2026-01-19 09:01:05,111.68,0.926,0.113,0,0.555,41.42,0.996,0.465,0.908,0.362
VSDT-00436,2026-01-19,NET_DEG,Network degradation,NURS,Nursing Simulation,Emergency Response Practical,Virtual Nursing Simulation Lab,Assessment,Automated Assessment,39,0,0.927,70.22,31.21,13.54,28.17,15.67,2026-01-19 08:30:00,2026-01-19 10:30:00,2026-01-19 10:04:51,2026-01-19 10:30:00,89.05,0.644,0.201,1,0.592,105.56,2.427,0.421,0.773,0.42
VSDT-00437,2026-01-19,EDGE_STRESS,Edge-node congestion or partial failure,DMED,Digital Media,3D Rendering Lab,XR Media Studio,Practice,Immersive Practical Session,40,0,0.89,82.9,90.01,32.75,111.52,39.24,2026-01-19 10:30:00,2026-01-19 11:45:00,2026-01-19 10:49:59,2026-01-19 11:45:00,74.66,0.965,0.042,9,0.868,14.87,0.067,0.583,0.699,0.871
VSDT-00438,2026-01-19,NET_DEG,Network degradation,NEM,New Energy Materials,Electrochemical Impedance Spectroscopy for Solid-State Batteries,Battery Materials Lab,Assessment,Automated Assessment,42,0,0.948,72.55,49.33,10.81,87.82,7.68,2026-01-19 13:30:00,2026-01-19 15:00:00,2026-01-19 13:49:43,2026-01-19 14:13:07,115.46,0.711,0.203,2,0.457,89.7,3.588,0.479,0.774,0.619
VSDT-00439,2026-01-19,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,Hydrogen Storage Materials Simulation,Battery Materials Lab,Assessment,Automated Assessment,26,1,1,44.75,12.06,14.76,45.51,21.88,2026-01-19 15:30:00,2026-01-19 16:45:00,2026-01-19 16:02:37,2026-01-19 16:28:06,86.11,0.753,0.351,17,0.943,34.31,0.5,0.687,0.708,0.495
VSDT-00440,2026-01-19,NORMAL,Normal teaching day,AUTO,Automotive Technology,Engine Simulation,Automotive Simulation Lab,Analytics,Background Analytics,38,0,0.484,44.13,38.6,22.19,65.7,26.17,2026-01-19 15:30:00,2026-01-19 17:15:00,2026-01-19 15:36:14,2026-01-19 16:03:30,237.06,0.342,0.876,1,0.421,14.43,0.083,0.637,0.985,0.483
VSDT-00441,2026-01-19,OVERLAP,Overlapping practical classes,ELEC,Electronics Training,Sensor Calibration and Data Logging,Electronics Training Lab,Assessment,Automated Assessment,42,1,1,62.67,38.69,13.93,76.08,10.0,2026-01-19 15:30:00,2026-01-19 16:45:00,2026-01-19 15:59:18,2026-01-19 16:18:04,98.47,0.609,0.193,13,0.703,41.15,0.061,0.794,0.963,0.534
VSDT-00442,2026-01-19,NORMAL,Normal teaching day,NURS,Nursing Simulation,Clinical Assessment Lab,Clinical Skills Lab,Practice,Immersive Practical Session,35,0,0.993,75.8,46.36,12.27,136.52,20.69,2026-01-19 13:30:00,2026-01-19 15:00:00,2026-01-19 13:46:02,2026-01-19 14:09:58,86.21,0.904,0.203,0,0.536,24.32,0.825,0.779,0.939,0.646
VSDT-00443,2026-01-19,NORMAL,Normal teaching day,ELEC,Electronics Training,Sensor Calibration and Data Logging,Power Electronics Lab,Practice,Immersive Practical Session,20,0,0.946,57.89,43.95,13.76,74.95,21.69,2026-01-19 10:30:00,2026-01-19 12:00:00,2026-01-19 11:09:54,2026-01-19 11:46:38,95.27,0.932,0.042,0,0.44,39.93,0.208,0.507,0.959,0.603
VSDT-00444,2026-01-19,OVERLAP,Overlapping practical classes,ELEC,Electronics Training,Power Electronics Lab,Power Electronics Lab,Practice,Immersive Practical Session,32,0,0.945,53.26,44.28,17.71,78.63,18.58,2026-01-19 13:30:00,2026-01-19 15:30:00,2026-01-19 13:46:03,2026-01-19 14:11:20,73.84,0.865,0.055,15,0.542,25.53,0.532,0.61,0.901,0.586
VSDT-00445,2026-01-19,EXAM,Exam-week priority load,NEM,New Energy Materials,Hydrogen Storage Materials Simulation,Photovoltaic Characterization Lab,Practice,Immersive Practical Session,40,1,0.913,81.78,64.18,33.15,159.06,43.25,2026-01-19 10:30:00,2026-01-19 11:45:00,2026-01-19 11:01:03,2026-01-19 11:45:00,75.82,0.843,0.163,9,0.648,10.56,0.215,0.755,0.972,0.749
VSDT-00446,2026-01-19,OVERLAP,Overlapping practical classes,NEM,New Energy Materials,Hydrogen Storage Materials Simulation,NEM Digital Simulation Laboratory,Practice,Immersive Practical Session,32,0,1,74.39,61.78,22.26,133.61,18.59,2026-01-19 08:30:00,2026-01-19 10:00:00,2026-01-19 09:36:48,2026-01-19 10:00:00,118.01,0.829,0.074,19,0.901,14.77,0.506,0.719,0.83,0.593
VSDT-00447,2026-01-19,EXAM,Exam-week priority load,NEM,New Energy Materials,High-Resolution Microscopy Stream Analysis,NEM Digital Simulation Laboratory,Assessment,Automated Assessment,31,1,0.966,42.63,61.55,19.84,49.17,20.16,2026-01-19 08:30:00,2026-01-19 10:30:00,2026-01-19 09:48:13,2026-01-19 10:12:43,68.11,0.651,0.314,5,0.463,25.95,0.902,0.766,0.835,0.517
VSDT-00448,2026-01-19,OVERLAP,Overlapping practical classes,AUTO,Automotive Technology,Engine Simulation,EV Training Lab,Practice,Immersive Practical Session,36,0,0.988,50.5,99.62,21.03,139.64,26.28,2026-01-19 10:30:00,2026-01-19 11:45:00,2026-01-19 11:10:16,2026-01-19 11:45:00,103.28,0.958,0.101,12,0.541,17.26,0.317,0.625,0.868,0.836
VSDT-00449,2026-01-20,NET_DEG,Network degradation,IMFG,Intelligent Manufacturing,Robot Cell Control,CNC Simulation Lab,Practice,Immersive Practical Session,25,0,0.997,76.73,56.06,23.57,131.48,41.06,2026-01-20 10:30:00,2026-01-20 11:45:00,2026-01-20 10:41:26,2026-01-20 11:29:41,83.25,0.92,0.066,1,0.362,116.89,5.044,0.72,0.792,0.623
VSDT-00450,2026-01-20,NORMAL,Normal teaching day,NURS,Nursing Simulation,Medication Safety Training,Virtual Nursing Simulation Lab,Sync,Content Synchronization,35,0,0.257,30.42,9.32,9.14,186.72,14.06,2026-01-20 15:30:00,2026-01-20 17:00:00,2026-01-20 15:35:45,2026-01-20 16:06:46,152.64,0.33,0.64,7,0.532,34.43,0.804,0.615,0.953,0.466
VSDT-00451,2026-01-20,EXAM,Exam-week priority load,NURS,Nursing Simulation,Emergency Response Practical,Virtual Nursing Simulation Lab,Practice,Immersive Practical Session,18,1,0.916,53.54,42.62,22.99,94.85,25.96,2026-01-20 10:30:00,2026-01-20 11:45:00,2026-01-20 10:55:26,2026-01-20 11:26:52,125.58,0.853,0.074,16,0.573,40.45,0.233,0.672,0.969,0.504
VSDT-00452,2026-01-20,EXAM,Exam-week priority load,ELEC,Electronics Training,AI-Assisted Circuit Testing,Power Electronics Lab,Sync,Content Synchronization,37,1,0.546,38.95,7.49,4.44,98.59,5.49,2026-01-20 15:30:00,2026-01-20 17:15:00,2026-01-20 16:35:46,2026-01-20 16:55:42,292.69,0.517,0.799,9,0.74,36.19,0.217,0.507,0.931,0.539
VSDT-00453,2026-01-20,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,Hydrogen Storage Materials Simulation,Battery Materials Lab,Assessment,Automated Assessment,42,0,1,64.93,32.13,6.08,44.28,18.86,2026-01-20 13:30:00,2026-01-20 14:45:00,2026-01-20 14:03:20,2026-01-20 14:25:09,133.79,0.755,0.212,16,0.594,40.18,0.702,0.516,0.72,0.787
VSDT-00454,2026-01-20,EDGE_STRESS,Edge-node congestion or partial failure,NURS,Nursing Simulation,Virtual Ward Monitoring,Clinical Skills Lab,Sync,Content Synchronization,18,0,0.404,36.91,7.28,4.94,104.77,5.56,2026-01-20 13:30:00,2026-01-20 15:30:00,2026-01-20 14:45:15,2026-01-20 15:04:40,278.87,0.464,0.829,25,0.622,14.17,0.29,0.424,0.677,0.947
VSDT-00455,2026-01-20,NORMAL,Normal teaching day,NURS,Nursing Simulation,Patient Care Simulation,Virtual Nursing Simulation Lab,Analytics,Background Analytics,34,0,0.427,61.03,25.25,21.99,80.8,23.02,2026-01-20 10:30:00,2026-01-20 11:45:00,2026-01-20 11:10:48,2026-01-20 11:37:21,269.79,0.192,0.78,4,0.418,39.0,0.875,0.718,0.828,0.679
VSDT-00456,2026-01-20,EXAM,Exam-week priority load,NEM,New Energy Materials,Molecular Dynamics of Solid Electrolytes,Microscopy and Materials Imaging Lab,Assessment,Automated Assessment,29,1,0.936,37.86,20.21,12.03,39.94,16.76,2026-01-20 13:30:00,2026-01-20 15:30:00,2026-01-20 14:49:45,2026-01-20 15:09:14,67.03,0.675,0.404,8,0.346,14.48,0.499,0.568,0.927,0.864
VSDT-00457,2026-01-20,EDGE_STRESS,Edge-node congestion or partial failure,DMED,Digital Media,Interactive Design Practical,3D Rendering Lab,Assessment,Automated Assessment,36,0,0.879,56.36,20.72,16.67,63.48,6.55,2026-01-20 10:30:00,2026-01-20 11:45:00,2026-01-20 11:22:26,2026-01-20 11:43:43,144.57,0.706,0.327,25,0.784,15.36,0.5,0.537,0.775,0.718
VSDT-00458,2026-01-20,NORMAL,Normal teaching day,AUTO,Automotive Technology,Automotive Fault Diagnosis,Automotive Simulation Lab,Assessment,Automated Assessment,19,0,0.961,46.94,12.33,5.27,47.95,18.58,2026-01-20 10:30:00,2026-01-20 12:15:00,2026-01-20 11:23:41,2026-01-20 12:00:09,113.05,0.611,0.381,2,0.412,38.18,0.585,0.431,0.824,0.612
VSDT-00459,2026-01-20,EXAM,Exam-week priority load,AUTO,Automotive Technology,Automotive Fault Diagnosis,Automotive Simulation Lab,Simulation,Interactive Simulation,42,1,0.979,76.58,32.48,14.87,60.98,12.26,2026-01-20 08:30:00,2026-01-20 10:15:00,2026-01-20 09:29:29,2026-01-20 09:54:39,95.64,0.79,0.201,15,0.786,22.68,0.324,0.718,0.826,0.686
VSDT-00460,2026-01-20,NET_DEG,Network degradation,NEM,New Energy Materials,Cathode Material Preparation Digital Twin,Battery Materials Lab,Assessment,Automated Assessment,35,1,1,34.75,53.2,14.33,63.14,14.06,2026-01-20 15:30:00,2026-01-20 17:00:00,2026-01-20 15:50:51,2026-01-20 16:16:55,92.1,0.829,0.311,3,0.319,98.74,1.952,0.585,0.811,0.711
VSDT-00461,2026-01-20,NET_DEG,Network degradation,NURS,Nursing Simulation,Medication Safety Training,Virtual Nursing Simulation Lab,Assessment,Automated Assessment,29,1,1,65.87,19.16,7.06,43.47,19.52,2026-01-20 08:30:00,2026-01-20 10:00:00,2026-01-20 08:37:04,2026-01-20 09:08:15,70.33,0.886,0.29,0,0.63,106.71,2.705,0.362,0.878,0.698
VSDT-00462,2026-01-20,NORMAL,Normal teaching day,AUTO,Automotive Technology,Battery Pack Safety Demonstration,EV Training Lab,Analytics,Background Analytics,30,0,0.332,63.21,22.1,9.08,79.26,22.85,2026-01-20 15:30:00,2026-01-20 17:00:00,2026-01-20 16:39:17,2026-01-20 17:00:00,508.26,0.232,0.845,5,0.59,13.4,0.652,0.613,0.95,0.329
VSDT-00463,2026-01-20,EDGE_STRESS,Edge-node congestion or partial failure,NEM,New Energy Materials,DFT-Assisted Materials Property Demonstration,Photovoltaic Characterization Lab,Simulation,Interactive Simulation,30,0,0.84,59.13,31.18,19.7,98.24,28.89,2026-01-20 08:30:00,2026-01-20 10:30:00,2026-01-20 09:33:12,2026-01-20 10:05:45,73.75,0.856,0.318,20,0.637,40.63,0.638,0.425,0.73,0.59
VSDT-00464,2026-01-20,NORMAL,Normal teaching day,IMFG,Intelligent Manufacturing,Robot Cell Control,CNC Simulation Lab,Practice,Immersive Practical Session,22,0,0.994,83.13,90.14,10.21,95.87,15.7,2026-01-20 08:30:00,2026-01-20 10:30:00,2026-01-20 08:50:43,2026-01-20 09:09:40,94.56,0.912,0.174,0,0.367,27.12,0.274,0.597,0.926,0.585
VSDT-00465,2026-01-20,NET_DEG,Network degradation,NEM,New Energy Materials,Photovoltaic Thin-Film Characterization,Battery Materials Lab,Practice,Immersive Practical Session,29,0,0.992,53.94,59.6,23.26,101.02,18.39,2026-01-20 15:30:00,2026-01-20 17:30:00,2026-01-20 17:05:19,2026-01-20 17:29:13,103.49,0.957,0.104,6,0.569,61.69,4.972,0.567,0.919,0.675
VSDT-00466,2026-01-20,NORMAL,Normal teaching day,NEM,New Energy Materials,Supercapacitor Electrode Testing,NEM Digital Simulation Laboratory,Simulation,Interactive Simulation,34,0,0.83,40.3,44.77,9.49,96.81,18.06,2026-01-20 13:30:00,2026-01-20 15:00:00,2026-01-20 13:39:46,2026-01-20 14:08:05,154.54,0.738,0.263,7,0.323,10.58,0.655,0.644,0.854,0.341
VSDT-00467,2026-01-20,EXAM,Exam-week priority load,ELEC,Electronics Training,Embedded Systems Practical,Electronics Training Lab,Practice,Immersive Practical Session,27,1,0.897,74.11,57.4,31.07,117.54,35.25,2026-01-20 15:30:00,2026-01-20 16:45:00,2026-01-20 15:43:55,2026-01-20 16:28:02,128.3,0.851,0.226,9,0.646,31.64,0.092,0.571,0.834,0.77
VSDT-00468,2026-01-20,NORMAL,Normal teaching day,NEM,New Energy Materials,High-Resolution Microscopy Stream Analysis,Battery Materials Lab,Assessment,Automated Assessment,26,1,1,39.65,70.83,6.68,67.79,16.65,2026-01-20 13:30:00,2026-01-20 15:00:00,2026-01-20 14:07:26,2026-01-20 14:38:04,131.17,0.771,0.369,2,0.568,12.56,0.318,0.777,0.885,0.408
VSDT-00469,2026-01-20,EDGE_STRESS,Edge-node congestion or partial failure,NURS,Nursing Simulation,Virtual Ward Monitoring,Clinical Skills Lab,Simulation,Interactive Simulation,24,0,0.91,65.79,55.45,7.27,70.33,21.22,2026-01-20 15:30:00,2026-01-20 16:45:00,2026-01-20 16:18:02,2026-01-20 16:45:00,115.11,0.707,0.181,17,0.739,31.32,0.714,0.373,0.831,0.595
