TaskID,UrgencyScore,FairnessCorrection,CongestionRisk,VEPS_PriorityScore,AssignedResourceLayer,AssignedResourceID,PlacementUtility
VSDT-01119,0.0337,0.0807,0.4443,0.3937,Local Edge,EDGE-06,0.5544
VSDT-01120,0.3121,0.0755,0.5643,0.4051,Peer Edge,EDGE-08,0.5137
VSDT-01121,0.4248,-0.55,0.4108,0.4721,Cloud,CLOUD-13,0.5369
VSDT-01122,0.5557,0.257,0.3723,0.6331,Cloud,CLOUD-13,0.6405
VSDT-01123,0.3093,0.2763,0.4288,0.4719,Local Edge,EDGE-05,0.5765
VSDT-01124,0.5546,-0.55,0.2636,0.5377,Local Edge,EDGE-02,0.6401
VSDT-01125,0,0.2531,0.3658,0.4093,Local Edge,EDGE-01,0.6072
VSDT-01126,0.5573,0.2346,0.3474,0.6465,Peer Edge,EDGE-08,0.6636
VSDT-01127,0,0.2292,0.4786,0.1193,Cloud,CLOUD-14,0.385
VSDT-01128,0.7724,-0.55,0.4658,0.5691,Local Edge,EDGE-02,0.5692
VSDT-01129,0.2476,0.2246,0.482,0.4061,Peer Edge,EDGE-08,0.5564
VSDT-01130,0,-0.55,0.5056,0.3472,Local Edge,EDGE-04,0.5293
VSDT-01131,0.0004,-0.55,0.6017,0.1437,Cloud,CLOUD-13,0.3053
VSDT-01132,0.5482,0.2569,0.2008,0.5343,Local Edge,EDGE-06,0.666
VSDT-01133,0.6125,0.2209,0.3504,0.4825,Local Edge,EDGE-05,0.5822
VSDT-01134,0.3821,0.332,0.3389,0.2766,Cloud,CLOUD-13,0.5023
VSDT-01135,0,0.2531,0.4307,0.3868,Local Edge,EDGE-06,0.551
VSDT-01136,0.5252,0.2783,0.5428,0.2806,Peer Edge,EDGE-08,0.4258
VSDT-01137,0.409,0.2485,0.2043,0.2865,Cloud,CLOUD-13,0.4936
VSDT-01138,0.671,-0.55,0.5156,0.515,Peer Edge,EDGE-09,0.5171
VSDT-01139,0,-0.55,0.4729,0.3478,Local Edge,EDGE-03,0.4924
VSDT-01140,0.6516,0.2447,0.5001,0.5055,Local Edge,EDGE-02,0.5523
VSDT-01141,0.7141,0.0872,0.5172,0.715,Local Edge,EDGE-05,0.6452
VSDT-01142,0.8554,0.2401,0.2329,0.4497,Local Edge,EDGE-01,0.5733
VSDT-01143,0,0.2348,0.3049,0.3549,Local Edge,EDGE-05,0.5736
VSDT-01144,0.8482,0.2235,0.3368,0.5444,Local Edge,EDGE-03,0.5817
VSDT-01145,0.4174,0.3333,0.2791,0.4937,Local Edge,EDGE-01,0.6192
VSDT-01146,0,-0.55,0.4831,0.3332,Local Edge,EDGE-05,0.4928
VSDT-01147,0.6377,0.2198,0.4526,0.5442,Local Edge,EDGE-05,0.6211
VSDT-01148,0.638,0.3293,0.4936,0.5723,Local Edge,EDGE-05,0.6474
VSDT-01149,0,-0.55,0.3755,0.5017,Local Edge,EDGE-03,0.5752
VSDT-01150,0.4872,-0.55,0.3628,0.5105,Local Edge,EDGE-06,0.6029
VSDT-01151,0.0132,-0.55,0.4572,0.344,Local Edge,EDGE-04,0.4996
VSDT-01152,0.2624,0.2349,0.4382,0.5902,Local Edge,EDGE-06,0.6638
VSDT-01153,0.154,0.2839,0.3308,0.5747,Local Edge,EDGE-03,0.6531
VSDT-01154,0,0.3267,0.3687,0.1773,Cloud,CLOUD-14,0.429
VSDT-01155,0.7842,0.3267,0.4667,0.7217,Local Edge,EDGE-06,0.6694
VSDT-01156,0.8203,0.2793,0.3178,0.4176,Cloud,CLOUD-14,0.5219
VSDT-01157,0.5387,0.322,0.3417,0.5086,Local Edge,EDGE-01,0.6494
VSDT-01158,0.4389,-0.55,0.5276,0.4623,Local Edge,EDGE-04,0.5214
VSDT-01159,0.7748,0.2335,0.3967,0.3656,Peer Edge,EDGE-10,0.4606
VSDT-01160,0,0.2283,0.3425,0.1316,Cloud,CLOUD-13,0.3989
VSDT-01161,0.3824,-0.55,0.2922,0.5025,Local Edge,EDGE-01,0.6196
VSDT-01162,0.169,0.2239,0.2425,0.2011,Cloud,CLOUD-13,0.4638
VSDT-01163,0,-0.55,0.5691,0.1226,Cloud,CLOUD-14,0.3069
VSDT-01164,0.4458,0.2783,0.5601,0.4916,Peer Edge,EDGE-11,0.5352
VSDT-01165,0,0.1003,0.4551,0.0903,Peer Edge,EDGE-11,0.3393
VSDT-01166,0.1258,0.3208,0.2483,0.1432,Cloud,CLOUD-12,0.435
VSDT-01167,0.1024,0.1012,0.5381,0.1282,Cloud,CLOUD-14,0.2955
VSDT-01168,0.279,-0.55,0.2367,0.4487,Local Edge,EDGE-04,0.6222
VSDT-01169,0.3887,0.3168,0.4499,0.5872,Peer Edge,EDGE-11,0.5965
VSDT-01170,0.454,0.0979,0.5041,0.4716,Local Edge,EDGE-02,0.5493
VSDT-01171,0.1463,0.2233,0.5047,0.4411,Local Edge,EDGE-06,0.588
VSDT-01172,0.8929,0.2774,0.4268,0.7346,Peer Edge,EDGE-08,0.6551
VSDT-01173,0,0.2308,0.1785,0.5112,Peer Edge,EDGE-08,0.6642
VSDT-01174,0,-0.55,0.3241,0.3676,Local Edge,EDGE-04,0.5285
VSDT-01175,0,-0.55,0.4631,0.2624,Peer Edge,EDGE-11,0.4058
VSDT-01176,0.3264,0.0973,0.3167,0.481,Local Edge,EDGE-01,0.615
VSDT-01177,0,0.0923,0.2738,0.3911,Local Edge,EDGE-02,0.5903
VSDT-01178,0.6,0.317,0.5144,0.4924,Local Edge,EDGE-02,0.5883
VSDT-01179,0.6227,0.0882,0.441,0.5028,Local Edge,EDGE-02,0.5779
VSDT-01180,0.0855,0.3124,0.4273,0.5876,Local Edge,EDGE-03,0.6473
VSDT-01181,0.7024,0.2309,0.1884,0.6114,Local Edge,EDGE-04,0.7237
VSDT-01182,0,-0.55,0.359,0.3235,Local Edge,EDGE-06,0.5003
VSDT-01183,0.6312,0.2266,0.4315,0.4468,Local Edge,EDGE-03,0.4973
VSDT-01184,0.717,0.28,0.3467,0.711,Local Edge,EDGE-04,0.6976
VSDT-01185,0.616,0.2749,0.4521,0.6699,Local Edge,EDGE-06,0.6842
VSDT-01186,0.5765,-0.55,0.2411,0.5029,Local Edge,EDGE-06,0.603
VSDT-01187,0.5647,0.0895,0.4036,0.6408,Peer Edge,EDGE-10,0.6389
VSDT-01188,0,-0.55,0.4523,0.1567,Cloud,CLOUD-13,0.3563
VSDT-01189,0,-0.55,0.1904,0.3684,Local Edge,EDGE-01,0.5675
VSDT-01190,0,-0.55,0.4352,0.3097,Local Edge,EDGE-04,0.4724
VSDT-01191,0.2597,0.2303,0.3513,0.4603,Local Edge,EDGE-05,0.6193
VSDT-01192,0.5882,0.3126,0.452,0.7001,Local Edge,EDGE-02,0.6898
VSDT-01193,0,0.2726,0.444,0.3378,Local Edge,EDGE-03,0.504
VSDT-01194,0.7168,0.2267,0.3495,0.6763,Peer Edge,EDGE-09,0.6499
VSDT-01195,0,0.3081,0.4434,0.3975,Local Edge,EDGE-04,0.5405
VSDT-01196,0.4859,-0.55,0.3216,0.2737,Cloud,CLOUD-12,0.4468
VSDT-01197,0.5567,-0.55,0.3411,0.6188,Local Edge,EDGE-01,0.6311
VSDT-01198,0,0.0899,0.3131,0.3168,Cloud,CLOUD-13,0.4829
VSDT-01199,0.6525,-0.55,0.2755,0.527,Local Edge,EDGE-05,0.6097
VSDT-01200,0.0798,0.0907,0.4609,0.3549,Peer Edge,EDGE-07,0.5279
VSDT-01201,0.6894,-0.55,0.2932,0.4997,Local Edge,EDGE-06,0.5979
VSDT-01202,0.2011,0.2312,0.3449,0.177,Cloud,CLOUD-13,0.3855
VSDT-01203,0.4587,0.2724,0.4699,0.482,Local Edge,EDGE-06,0.5445
VSDT-01204,0.2255,0.2269,0.2525,0.2455,Cloud,CLOUD-13,0.4827
VSDT-01205,0,0.2334,0.4375,0.3812,Local Edge,EDGE-03,0.5683
VSDT-01206,0.7615,0.309,0.3601,0.5651,Cloud,CLOUD-13,0.6205
VSDT-01207,0.4446,0.3039,0.2528,0.4798,Local Edge,EDGE-05,0.6248
VSDT-01208,0.3548,0.2241,0.3461,0.4688,Local Edge,EDGE-01,0.6096
VSDT-01209,0.624,0.2306,0.4552,0.2871,Peer Edge,EDGE-10,0.4248
VSDT-01210,0.4796,-0.55,0.3137,0.5275,Local Edge,EDGE-02,0.6348
VSDT-01211,0,0.2206,0.4221,0.4011,Local Edge,EDGE-04,0.5913
VSDT-01212,0.4074,0.0954,0.3634,0.2465,Cloud,CLOUD-13,0.4439
VSDT-01213,0.5127,-0.55,0.4163,0.2702,Cloud,CLOUD-13,0.3786
VSDT-01214,0,-0.55,0.4577,0.34,Local Edge,EDGE-02,0.507
VSDT-01215,0,-0.55,0.3471,0.3647,Local Edge,EDGE-02,0.5643
VSDT-01216,0.5858,-0.55,0.418,0.2372,Cloud,CLOUD-13,0.3474
VSDT-01217,0.2776,-0.55,0.2488,0.4048,Local Edge,EDGE-04,0.5399
VSDT-01218,0.6364,-0.55,0.3375,0.3311,Peer Edge,EDGE-09,0.498
VSDT-01219,0.5344,-0.55,0.4166,0.6248,Local Edge,EDGE-05,0.622
VSDT-01220,0.5896,0.0957,0.3263,0.4431,Local Edge,EDGE-06,0.5191
VSDT-01221,0.3269,0.2784,0.53,0.4454,Local Edge,EDGE-01,0.5213
VSDT-01222,0.5517,0.3075,0.5328,0.4959,Peer Edge,EDGE-09,0.5303
VSDT-01223,0.5738,-0.55,0.3818,0.5524,Local Edge,EDGE-04,0.6311
VSDT-01224,0.6959,0.2238,0.2853,0.3475,Local Edge,EDGE-05,0.5146
VSDT-01225,0.6146,0.2358,0.2048,0.3379,Local Edge,EDGE-03,0.5445
VSDT-01226,0.0138,0.0952,0.3974,0.35,Local Edge,EDGE-02,0.532
VSDT-01227,0,0.0904,0.3116,0.1192,Peer Edge,EDGE-07,0.3882
VSDT-01228,0,0.2203,0.3008,0.3825,Local Edge,EDGE-05,0.5871
VSDT-01229,0,0.2154,0.5063,0.3186,Local Edge,EDGE-05,0.4804
VSDT-01230,0,-0.55,0.352,0.3873,Local Edge,EDGE-05,0.5603
VSDT-01231,0.804,0.0921,0.404,0.7458,Local Edge,EDGE-03,0.7059
VSDT-01232,0.1677,0.0873,0.5317,0.4222,Peer Edge,EDGE-11,0.4957
VSDT-01233,0.3834,0.0826,0.4502,0.2656,Cloud,CLOUD-13,0.4449
VSDT-01234,0.0739,0.2802,0.2243,0.3877,Local Edge,EDGE-03,0.6044
VSDT-01235,0.5253,0.0787,0.3493,0.6322,Local Edge,EDGE-03,0.6349
VSDT-01236,0.7477,0.276,0.4144,0.7066,Local Edge,EDGE-04,0.6735
VSDT-01237,0.5813,0.215,0.4377,0.4725,Peer Edge,EDGE-07,0.5476
VSDT-01238,0.0373,-0.55,0.4187,0.3555,Local Edge,EDGE-04,0.4986
VSDT-01239,0.4624,0.2108,0.4117,0.5057,Local Edge,EDGE-01,0.6053
VSDT-01240,0.7506,0.2724,0.3996,0.3782,Local Edge,EDGE-03,0.5036
VSDT-01241,0,0.2395,0.2337,0.3607,Local Edge,EDGE-04,0.609
VSDT-01242,0.6949,0.2123,0.3708,0.5263,Local Edge,EDGE-03,0.6043
VSDT-01243,0,0.3135,0.3847,0.4162,Local Edge,EDGE-01,0.6013
VSDT-01244,0.6677,-0.55,0.3016,0.5289,Local Edge,EDGE-05,0.6324
VSDT-01245,0.6779,-0.55,0.2624,0.6685,Local Edge,EDGE-01,0.648
VSDT-01246,0.5824,0.2082,0.4012,0.4769,Local Edge,EDGE-04,0.5537
VSDT-01247,0.8565,0.2082,0.3275,0.7224,Local Edge,EDGE-03,0.6728
VSDT-01248,0.3587,0.2368,0.2511,0.5044,Local Edge,EDGE-01,0.6584
VSDT-01249,0.074,0.2709,0.4852,0.5398,Local Edge,EDGE-03,0.6094
VSDT-01250,0,-0.55,0.3189,0.1149,Peer Edge,EDGE-11,0.3815
VSDT-01251,0.5629,0.316,0.5969,0.5314,Peer Edge,EDGE-11,0.5617
VSDT-01252,0.8037,-0.55,0.3145,0.7132,Local Edge,EDGE-02,0.6866
VSDT-01253,0,-0.55,0.1957,0.1626,Cloud,CLOUD-13,0.4366
VSDT-01254,0.5828,0.0842,0.3239,0.4862,Local Edge,EDGE-02,0.5983
VSDT-01255,0.6097,0.2348,0.4034,0.6399,Local Edge,EDGE-04,0.6458
VSDT-01256,0.2525,0.313,0.4023,0.4594,Local Edge,EDGE-03,0.5906
VSDT-01257,0.627,0.2085,0.341,0.5145,Local Edge,EDGE-03,0.6112
VSDT-01258,0.3607,-0.55,0.3398,0.302,Cloud,CLOUD-13,0.4981
VSDT-01259,0.2122,0.3094,0.3835,0.4224,Local Edge,EDGE-05,0.5493
VSDT-01260,0.2728,0.3045,0.4584,0.4439,Peer Edge,EDGE-08,0.5751
VSDT-01261,0.3448,0.0846,0.4511,0.6209,Local Edge,EDGE-02,0.6348
VSDT-01262,0.1966,0.2727,0.2792,0.4524,Local Edge,EDGE-02,0.6252
VSDT-01263,0.5372,0.2349,0.3986,0.666,Cloud,CLOUD-13,0.6681
VSDT-01264,0.7088,0.2081,0.3911,0.6958,Peer Edge,EDGE-07,0.6718
VSDT-01265,0.5732,0.3022,0.1671,0.5022,Peer Edge,EDGE-10,0.6624
VSDT-01266,0,0.0833,0.2531,0.3696,Local Edge,EDGE-05,0.5935
VSDT-01267,0,0.298,0.2545,0.1974,Cloud,CLOUD-12,0.487
VSDT-01268,0.6288,-0.55,0.3662,0.6457,Local Edge,EDGE-05,0.6305
VSDT-01269,0.3499,0.2719,0.3501,0.4907,Local Edge,EDGE-04,0.634
VSDT-01270,0,-0.55,0.3804,0.3475,Local Edge,EDGE-01,0.5306
VSDT-01271,0.6997,0.2343,0.5609,0.5383,Local Edge,EDGE-05,0.5537
VSDT-01272,0.639,0.2077,0.4884,0.3065,Local Edge,EDGE-01,0.4361
VSDT-01273,0,0.0828,0.3562,0.4712,Local Edge,EDGE-02,0.6065
VSDT-01274,0.6317,-0.55,0.2557,0.5314,Local Edge,EDGE-03,0.6463
VSDT-01275,0.3614,-0.55,0.4269,0.2419,Peer Edge,EDGE-08,0.3568
VSDT-01276,0.4469,0.0845,0.3179,0.4259,Peer Edge,EDGE-10,0.558
VSDT-01277,0.5562,-0.55,0.4278,0.5402,Local Edge,EDGE-01,0.6228
VSDT-01278,0.5056,0.2711,0.3605,0.5425,Local Edge,EDGE-01,0.6468
VSDT-01279,0.411,-0.55,0.3078,0.2279,Cloud,CLOUD-14,0.4406
VSDT-01280,0,-0.55,0.5051,0.3585,Local Edge,EDGE-03,0.5107
VSDT-01281,0.7522,-0.55,0.3592,0.3993,Local Edge,EDGE-05,0.5109
VSDT-01282,0.7679,0.3002,0.3488,0.4158,Local Edge,EDGE-04,0.5208
VSDT-01283,0.3584,0.2087,0.442,0.2296,Cloud,CLOUD-12,0.4208
VSDT-01284,0.6667,-0.55,0.4746,0.5618,Peer Edge,EDGE-11,0.6019
VSDT-01285,0.8821,0.0857,0.3671,0.751,Local Edge,EDGE-03,0.686
VSDT-01286,0.1339,-0.55,0.4601,0.3634,Local Edge,EDGE-06,0.5249
VSDT-01287,0.7375,-0.55,0.3768,0.7113,Local Edge,EDGE-02,0.6706
VSDT-01288,0,-0.55,0.2874,0.1807,Cloud,CLOUD-12,0.4365
VSDT-01289,0.4514,0.2986,0.4546,0.6692,Local Edge,EDGE-03,0.6721
VSDT-01290,0.374,0.2075,0.3706,0.4591,Local Edge,EDGE-03,0.5928
VSDT-01291,0.3985,-0.55,0.3917,0.4856,Local Edge,EDGE-03,0.58
VSDT-01292,0,-0.55,0.4398,0.3795,Local Edge,EDGE-02,0.5585
VSDT-01293,0.5156,0.2043,0.4401,0.493,Local Edge,EDGE-03,0.5927
VSDT-01294,0.6596,0.1996,0.214,0.3709,Local Edge,EDGE-01,0.5337
VSDT-01295,0,-0.55,0.2025,0.3498,Local Edge,EDGE-01,0.5648
VSDT-01296,0.3264,-0.55,0.4472,0.4807,Local Edge,EDGE-01,0.5784
VSDT-01297,0.5539,0.1964,0.359,0.283,Local Edge,EDGE-03,0.4463
VSDT-01298,0,-0.55,0.4318,0.1241,Peer Edge,EDGE-09,0.3604
VSDT-01299,0.6633,-0.55,0.4635,0.4841,Local Edge,EDGE-06,0.5534
VSDT-01300,0.3935,0.1932,0.2453,0.4665,Local Edge,EDGE-06,0.642
VSDT-01301,0.49,-0.55,0.3249,0.5062,Local Edge,EDGE-01,0.6123
VSDT-01302,0,0.0933,0.4372,0.3715,Local Edge,EDGE-03,0.5146
VSDT-01303,0.5314,-0.55,0.4536,0.4719,Local Edge,EDGE-04,0.5461
VSDT-01304,0.294,-0.55,0.459,0.3613,Peer Edge,EDGE-11,0.5107
VSDT-01305,0.493,-0.55,0.3477,0.5092,Local Edge,EDGE-03,0.6265
VSDT-01306,0.4862,-0.55,0.2752,0.4945,Local Edge,EDGE-01,0.6197
VSDT-01307,0.584,0.092,0.2817,0.416,Local Edge,EDGE-03,0.5172
VSDT-01308,0.5183,-0.55,0.3905,0.5305,Local Edge,EDGE-05,0.6219
VSDT-01309,0,0.3057,0.4794,0.3559,Local Edge,EDGE-01,0.5477
VSDT-01310,0.508,0.2845,0.4676,0.6012,Peer Edge,EDGE-08,0.5667
VSDT-01311,0.638,0.2533,0.4765,0.5729,Local Edge,EDGE-04,0.6141
VSDT-01312,0.5406,-0.55,0.3192,0.6842,Local Edge,EDGE-03,0.6742
VSDT-01313,0.5424,0.3075,0.5749,0.4822,Peer Edge,EDGE-07,0.5414
VSDT-01314,0.2819,0.2817,0.3359,0.1963,Cloud,CLOUD-14,0.4547
VSDT-01315,0.462,-0.55,0.3487,0.5084,Local Edge,EDGE-04,0.6161
VSDT-01316,0,0.2777,0.3722,0.4039,Local Edge,EDGE-06,0.5849
VSDT-01317,0.5649,-0.55,0.4644,0.4658,Local Edge,EDGE-04,0.5564
VSDT-01318,0.3814,0.2737,0.4724,0.5103,Peer Edge,EDGE-09,0.5971
VSDT-01319,0.4411,-0.55,0.3822,0.5015,Local Edge,EDGE-03,0.5899
VSDT-01320,0,0.2014,0.6064,0.3381,Peer Edge,EDGE-07,0.4484
VSDT-01321,0.7944,-0.55,0.3635,0.7242,Local Edge,EDGE-03,0.6765
VSDT-01322,0.7498,0.0979,0.4381,0.3226,Local Edge,EDGE-05,0.4578
VSDT-01323,0.5162,-0.55,0.3302,0.5059,Local Edge,EDGE-06,0.6059
VSDT-01324,0.6963,0.2723,0.2056,0.5866,Local Edge,EDGE-03,0.7114
VSDT-01325,0.5164,-0.55,0.3439,0.4997,Local Edge,EDGE-02,0.602
VSDT-01326,0.3895,-0.55,0.2936,0.4457,Local Edge,EDGE-02,0.5808
VSDT-01327,0.776,0.2585,0.3946,0.4011,Local Edge,EDGE-01,0.5032
VSDT-01328,0,-0.55,0.5756,0.1026,Cloud,CLOUD-13,0.2755
VSDT-01329,0.1729,0.0974,0.4919,0.3922,Local Edge,EDGE-04,0.5476
VSDT-01330,0.3874,0.3119,0.3483,0.2774,Peer Edge,EDGE-07,0.5003
VSDT-01331,0,-0.55,0.376,0.3387,Peer Edge,EDGE-10,0.5232
VSDT-01332,0.6824,-0.55,0.5317,0.7054,Local Edge,EDGE-06,0.6304
VSDT-01333,0.2044,0.3079,0.4812,0.1879,Cloud,CLOUD-12,0.3963
VSDT-01334,0.4811,-0.55,0.3024,0.4584,Peer Edge,EDGE-07,0.5559
VSDT-01335,0.4874,-0.55,0.4846,0.4341,Peer Edge,EDGE-07,0.4837
VSDT-01336,0.6248,-0.55,0.4907,0.6579,Local Edge,EDGE-01,0.6263
VSDT-01337,0.2883,-0.55,0.3504,0.3638,Local Edge,EDGE-05,0.5126
VSDT-01338,0.671,0.2591,0.4589,0.5618,Local Edge,EDGE-04,0.6352
VSDT-01339,0.6667,-0.55,0.2395,0.5716,Local Edge,EDGE-01,0.6704
VSDT-01340,0.2267,0.2086,0.3912,0.4031,Peer Edge,EDGE-09,0.5522
VSDT-01341,0.4001,0.2558,0.2426,0.2712,Peer Edge,EDGE-09,0.4902
VSDT-01342,0.0673,-0.55,0.296,0.1364,Cloud,CLOUD-13,0.3997
VSDT-01343,0.5541,0.3087,0.3137,0.558,Local Edge,EDGE-01,0.6737
VSDT-01344,0,0.2062,0.2898,0.3962,Local Edge,EDGE-06,0.6026
VSDT-01345,0,0.1031,0.363,0.5196,Local Edge,EDGE-04,0.6118
VSDT-01346,0,0.3047,0.4927,0.37,Local Edge,EDGE-03,0.548
VSDT-01347,0.3091,0.2069,0.2856,0.4504,Local Edge,EDGE-04,0.6167
VSDT-01348,0.4414,0.2796,0.3352,0.2771,Cloud,CLOUD-14,0.4912
VSDT-01349,0.4836,0.2545,0.2463,0.5466,Local Edge,EDGE-05,0.658
VSDT-01350,0.4858,-0.55,0.4572,0.4358,Local Edge,EDGE-05,0.5057
VSDT-01351,0,0.2506,0.3537,0.5134,Local Edge,EDGE-04,0.6347
VSDT-01352,0.5566,0.2763,0.4568,0.5006,Local Edge,EDGE-04,0.6027
VSDT-01353,0,-0.55,0.4509,0.1532,Cloud,CLOUD-12,0.3609
VSDT-01354,0.21,-0.55,0.2878,0.4345,Local Edge,EDGE-01,0.5768
VSDT-01355,0.5619,0.2724,0.4438,0.4937,Local Edge,EDGE-04,0.6052
VSDT-01356,0.4457,0.1041,0.2559,0.4592,Local Edge,EDGE-03,0.6097
VSDT-01357,0.6431,0.2685,0.3312,0.5789,Local Edge,EDGE-03,0.6792
VSDT-01358,0.0998,0.3101,0.4617,0.1972,Cloud,CLOUD-14,0.4021
VSDT-01359,0.5424,0.2085,0.4583,0.486,Local Edge,EDGE-01,0.5403
VSDT-01360,0.6191,0.2551,0.2788,0.3567,Local Edge,EDGE-06,0.5292
VSDT-01361,0.1499,0.2659,0.3665,0.4147,Local Edge,EDGE-06,0.5719
VSDT-01362,0.3336,-0.55,0.4682,0.4318,Local Edge,EDGE-06,0.5666
VSDT-01363,0,-0.55,0.3676,0.3329,Local Edge,EDGE-04,0.5361
VSDT-01364,0.355,0.1043,0.4615,0.447,Local Edge,EDGE-03,0.5516
VSDT-01365,0.3043,-0.55,0.4044,0.2404,Cloud,CLOUD-13,0.4312
VSDT-01366,0.1668,0.3091,0.3148,0.4345,Local Edge,EDGE-01,0.6165
VSDT-01367,0,-0.55,0.4982,0.3577,Local Edge,EDGE-04,0.5111
VSDT-01368,0.1708,0.1015,0.3478,0.3849,Local Edge,EDGE-04,0.5734
VSDT-01369,0,0.3052,0.4814,0.3736,Local Edge,EDGE-06,0.5343
VSDT-01370,0.8095,0.0972,0.2484,0.5466,Local Edge,EDGE-06,0.6518
VSDT-01371,0,-0.55,0.4874,0.3698,Local Edge,EDGE-05,0.504
VSDT-01372,0.5272,0.2557,0.3538,0.6658,Local Edge,EDGE-03,0.6829
VSDT-01373,0.3655,-0.55,0.4742,0.4816,Local Edge,EDGE-06,0.5793
VSDT-01374,0.5579,-0.55,0.3558,0.6191,Cloud,CLOUD-12,0.6271
VSDT-01375,0.2504,0.2519,0.3528,0.4217,Local Edge,EDGE-02,0.5748
VSDT-01376,0.5384,-0.55,0.1607,0.5505,Local Edge,EDGE-02,0.6584
VSDT-01377,0.0758,0.2128,0.2425,0.4148,Local Edge,EDGE-03,0.5971
VSDT-01378,0.6725,0.2689,0.3018,0.3489,Local Edge,EDGE-01,0.5107
VSDT-01379,0.2143,0.2645,0.3192,0.5431,Local Edge,EDGE-06,0.6149
VSDT-01380,0,0.099,0.3331,0.3681,Local Edge,EDGE-03,0.5597
VSDT-01381,0,-0.55,0.3868,0.3749,Local Edge,EDGE-05,0.5525
VSDT-01382,0.3572,0.2613,0.3493,0.2167,Cloud,CLOUD-14,0.4489
VSDT-01383,0,0.2519,0.5801,0.3356,Peer Edge,EDGE-10,0.4866
VSDT-01384,0.6788,-0.55,0.4823,0.5699,Local Edge,EDGE-05,0.5939
VSDT-01385,0,0.0977,0.3668,0.0989,Cloud,CLOUD-13,0.3714
VSDT-01386,0.0863,0.3133,0.5576,0.3785,Peer Edge,EDGE-11,0.4896
VSDT-01387,0.4683,-0.55,0.3432,0.6575,Local Edge,EDGE-04,0.6712
VSDT-01388,0.6027,0.0992,0.4012,0.5109,Local Edge,EDGE-01,0.5982
VSDT-01389,0,-0.55,0.173,0.3622,Local Edge,EDGE-05,0.5912
VSDT-01390,0.5641,-0.55,0.3944,0.5153,Local Edge,EDGE-02,0.5569
VSDT-01391,0.1951,0.3106,0.4882,0.4416,Local Edge,EDGE-03,0.5486
VSDT-01392,0.1032,-0.55,0.1997,0.1157,Peer Edge,EDGE-09,0.4012
VSDT-01393,0.3669,-0.55,0.4413,0.5524,Cloud,CLOUD-14,0.5346
VSDT-01394,0,0.098,0.3862,0.0782,Cloud,CLOUD-12,0.3464
VSDT-01395,0.4651,-0.55,0.3685,0.4923,Local Edge,EDGE-02,0.6004
VSDT-01396,0.337,0.2531,0.3201,0.5887,Peer Edge,EDGE-07,0.6434
VSDT-01397,0,-0.55,0.3141,0.2693,Peer Edge,EDGE-09,0.4386
VSDT-01398,0.539,-0.55,0.2367,0.5142,Local Edge,EDGE-05,0.6458
VSDT-01399,0.796,0.309,0.4018,0.7207,Local Edge,EDGE-01,0.6696
VSDT-01400,0.7988,0.101,0.402,0.3774,Local Edge,EDGE-05,0.4909
VSDT-01401,0.6253,0.0968,0.3065,0.6598,Peer Edge,EDGE-11,0.6359
VSDT-01402,0.5379,0.0926,0.3139,0.6431,Local Edge,EDGE-04,0.6584
VSDT-01403,0.7484,-0.55,0.3034,0.6841,Peer Edge,EDGE-11,0.6514
VSDT-01404,0.18,-0.55,0.3719,0.5813,Local Edge,EDGE-06,0.6563
VSDT-01405,0.5225,0.2525,0.3449,0.6207,Local Edge,EDGE-04,0.6278
VSDT-01406,0.2887,-0.55,0.3877,0.5839,Local Edge,EDGE-06,0.6276
VSDT-01407,0.8361,0.3081,0.4151,0.5538,Peer Edge,EDGE-08,0.5884
VSDT-01408,0,-0.55,0.3295,0.3701,Local Edge,EDGE-05,0.5769
VSDT-01409,0.4594,-0.55,0.3078,0.4787,Local Edge,EDGE-06,0.5869
VSDT-01410,0,0.25,0.2148,0.1442,Peer Edge,EDGE-10,0.4252
VSDT-01411,0.1501,0.3043,0.3068,0.3911,Cloud,CLOUD-13,0.5484
VSDT-01412,0.5774,0.2999,0.4696,0.5134,Peer Edge,EDGE-11,0.5534
VSDT-01413,0.4357,-0.55,0.2516,0.4343,Local Edge,EDGE-06,0.578
VSDT-01414,0.7272,0.2272,0.5376,0.5239,Local Edge,EDGE-04,0.5364
VSDT-01415,0.5737,0.2525,0.4493,0.4859,Peer Edge,EDGE-11,0.5677
VSDT-01416,0.454,-0.55,0.4665,0.2379,Cloud,CLOUD-12,0.3977
VSDT-01417,0.3033,-0.55,0.4613,0.4221,Local Edge,EDGE-05,0.5217
VSDT-01418,0.7719,0.2984,0.332,0.7315,Local Edge,EDGE-03,0.7082
VSDT-01419,0.4228,0.098,0.3723,0.4301,Local Edge,EDGE-04,0.5619
VSDT-01420,0.4509,-0.55,0.2457,0.5881,Local Edge,EDGE-02,0.6164
VSDT-01421,0.3631,0.2512,0.4883,0.4665,Local Edge,EDGE-01,0.5789
VSDT-01422,0.5478,-0.55,0.3846,0.2501,Local Edge,EDGE-03,0.408
VSDT-01423,0.1774,0.2476,0.3904,0.5559,Local Edge,EDGE-05,0.6298
VSDT-01424,0,0.0968,0.5764,0.2983,Peer Edge,EDGE-10,0.434
VSDT-01425,0.0996,-0.55,0.3506,0.1875,Cloud,CLOUD-12,0.4151
VSDT-01426,0.4552,0.2299,0.3412,0.4964,Local Edge,EDGE-02,0.5991
